,source,text,date,retweet_count,favorite_count,id_str,time
12306,Twitter for iPhone,"....""we push for the removal of all trade-distorting practices....to foster a truly level playing field.""",2017-05-27,7471,41671,868501423566315520,16:17:30.000000
12327,Twitter for iPhone,"We have a MASSIVE trade deficit with Germany, plus they pay FAR LESS than they should on NATO &amp; military. Very bad for U.S. This will change",2017-05-30,22631,89874,869503804307275776,10:40:36.000000
12457,Twitter for iPhone,"Mexico was just ranked the second deadliest country in the world, after only Syria. Drug trade is largely the cause. We will BUILD THE WALL!",2017-06-22,43956,143033,878013639613186048,22:15:39.000000
12509,Twitter for iPhone,Just finished a very good meeting with the President of South Korea. Many subjects discussed including North Korea and new trade deal!,2017-06-30,19755,92733,880602793341591552,01:44:01.000000
12564,Twitter for iPhone,"Leaving Hamburg for Washington, D.C. and the WH. Just left China’s President Xi where we had an excellent meeting on trade &amp; North Korea.",2017-07-08,18168,98393,883761448064864256,18:55:23.000000
12566,Twitter for iPhone,The G 20 Summit was a great success for the U.S. - Explained that the U.S. must fix the many bad trade deals it has made. Will get done!,2017-07-09,17005,81459,884008221970763776,11:15:58.000000
12608,Twitter for iPhone,"Great conversations with President @EmmanuelMacron and his representatives on trade, military and security.",2017-07-14,9169,51117,885858247277727744,13:47:19.000000
12609,Twitter for iPhone,"Left Paris for U.S.A. Will be heading to New Jersey and attending the
#USWomensOpen, their most important tournament, this afternoon.",2017-07-14,9377,58385,885865609971605504,14:16:34.000000
12614,Twitter for iPhone,Stock Market at new all-time high! Working on new trade deals that will be great for U.S. and its workers!,2017-07-15,16386,85526,886259363412926464,16:21:12.000000
12629,Twitter for iPhone,"Heading back to Washington, D.C. Much will be accomplished this week on trade, the military and security!",2017-07-17,15861,89884,886743367815766016,00:24:28.000000
12652,Twitter for iPhone,"The Failing New York Times foiled U.S. attempt to kill the single most wanted terrorist,Al-Baghdadi.Their sick agenda over National Security",2017-07-22,20637,69595,888711488717934592,10:45:05.000000
12726,Twitter for iPhone,"In other words, Russia was against Trump in the 2016 Election - and why not, I want strong military &amp; low oil prices. Witch Hunt! https://t.co/mMSxj4Su5z",2017-07-29,19020,64793,891253798500487168,11:07:18.000000
12737,Twitter for iPhone,"I am very disappointed in China. Our foolish past leaders have allowed them to make hundreds of billions of dollars a year in trade, yet...",2017-07-29,26681,101591,891440474132795392,23:29:05.000000
12759,Twitter for iPhone,Toyota &amp; Mazda to build a new $1.6B plant here in the U.S.A. and create 4K new American jobs. A great investment in American manufacturing!,2017-08-04,26142,117780,893411790868160512,10:02:24.000000
12786,Twitter for iPhone,The Fake News Media will not talk about the importance of the United Nations Security Council's 15-0 vote in favor of sanctions on N. Korea!,2017-08-07,20272,85330,894653195112378368,20:15:18.000000
12815,Twitter for iPhone,Heading to Washington this morning. Much work to do. Focus on trade and military. #MAGA,2017-08-14,12362,69555,897041646659014656,10:26:09.000000
12817,Twitter for iPhone,The Obstructionist Democrats have given us (or not fixed) some of the worst trade deals in World History. I am changing that fast!,2017-08-14,20505,97660,897048688639574016,10:54:08.000000
12820,Twitter for iPhone,"Big day in Washington, D.C., even though White House &amp; Oval Office are being renovated. Great trade deals coming for American workers!",2017-08-14,12759,70590,897220584211439616,22:17:11.000000
12821,Twitter for iPhone,Leaving for New York City and meetings on military purchases and trade.,2017-08-14,9402,63273,897221868784168960,22:22:17.000000
12928,Twitter for iPhone,"We are in the NAFTA (worst trade deal ever made) renegotiation process with Mexico &amp; Canada.Both being very difficult,may have to terminate?",2017-08-27,19214,82758,901804388649500672,13:51:35.000000
12961,Twitter for iPhone,"The United States is considering, in addition to other options, stopping all trade with any country doing business with North Korea.",2017-09-03,46856,171720,904377075049656320,16:14:31.000000
13055,Twitter for iPhone,A great and important day at the United Nations.Met with leaders of many nations who agree with much (or all) of what I stated in my speech!,2017-09-20,13618,70682,910330501411590144,02:31:19.000000
13070,Twitter for iPhone,"Alabama is sooo lucky to have a candidate like ""Big"" Luther Strange. Smart, tough on crime, borders &amp; trade, loves Vets &amp; Military. Tuesday!",2017-09-20,7454,43945,910635327672512512,22:42:35.000000
13186,Twitter for iPhone,"Very important that NFL players STAND tomorrow, and always, for the playing of our National Anthem. Respect our Flag and our Country!",2017-09-30,27313,124557,914255264282480640,22:26:55.000000
13215,Twitter for iPhone,Stock Market hits an ALL-TIME high! Unemployment lowest in 16 years! Business and manufacturing enthusiasm at highest level in decades!,2017-10-05,36546,157404,915896809536589824,11:09:50.000000
13252,Twitter for iPhone,"...fired. This story is totally made up by the dishonest media.The Chief is doing a FANTASTIC job for me and, more importantly, for the USA!",2017-10-11,15932,77256,917923131003719680,01:21:43.000000
13288,Twitter for iPhone,"Many people talking, with much agreement, on my Iran speech today. Participants in the deal are making lots of money on trade with Iran!",2017-10-14,11325,54519,919005534883328000,01:02:48.000000
13313,Media Studio,The most important truth our FOUNDERS understood was: FREEDOM is NOT a gift from Govt. FREEDOM is a GIFT from GOD. 🎥https://t.co/rmAzGt8SuG https://t.co/SrPavwrt2R,2017-10-18,17935,63961,920474831749025792,02:21:16.000000
13356,Twitter for iPhone,"I agree getting Tax Cuts approved  is important (we will also get HealthCare), but perhaps no Administration has done more in its first.....",2017-10-21,13683,71314,921888248707846144,23:57:41.000000
13382,Twitter for iPhone,"Spoke to President Xi of China to congratulate him on his extraordinary elevation. Also discussed NoKo &amp; trade, two very important subjects!",2017-10-25,9943,56132,923268967728386048,19:24:10.000000
13449,Twitter for iPhone,"""Senator Chuck Schumer helping to import Europes problems"" said Col.Tony Shaffer. We will stop this craziness!  @foxandfriends",2017-11-01,21428,77686,925688931823300608,11:40:14.000000
13472,Twitter for iPad,"Broadcom's move to America=$20 BILLION of annual rev into U.S.A., $3+ BILLION/yr. in research/engineering &amp; $6 BILLION/yr. in manufacturing. https://t.co/NsJ4PtVTtl",2017-11-02,14126,55961,926185468911382528,20:33:18.000000
13534,Twitter Web Client,"I don’t blame China, I blame the incompetence of past Admins for allowing China to take advantage of the U.S. on trade leading up to a point where the U.S. is losing $100's of billions. How can you blame China for taking advantage of people that had no clue? I would've done same!",2017-11-09,29359,135908,928769154345324544,23:39:56.000000
13535,Twitter Web Client,My meetings with President Xi Jinping were very productive on both trade and the subject of North Korea. He is a highly respected and powerful representative of his people. It was great being with him and Madame Peng Liyuan!,2017-11-09,14945,83006,928770248370728960,23:44:17.000000
13557,Twitter for iPhone,"Great day of bilateral meetings at #ASEANSummit on trade, which we are turning around to be great deals for our country! https://t.co/2ahAvm4n9s",2017-11-13,8680,43903,930049882949345280,12:29:06.000000
13633,Twitter for iPhone,".@FoxNews is MUCH more important in the United States than CNN, but outside of the U.S., CNN International is still a major source of (Fake) news, and they represent our Nation to the WORLD very poorly. The outside world does not see the truth from them!",2017-11-25,34012,114917,934551607596986368,22:37:21.000000
13638,Twitter for iPhone,"Back in D.C., big week for Tax Cuts and many other things of great importance to our Country.  Senate Republicans will hopefully come through for all of us. The Tax Cut Bill is getting better and better. The end result will be great for ALL!",2017-11-27,17092,87273,934961858380955648,01:47:32.000000
13651,Twitter for iPhone,"After North Korea missile launch, it's more important than ever to fund our gov't &amp; military! Dems shouldn't hold troop funding hostage for amnesty &amp; illegal immigration. I ran on stopping illegal immigration and won big. They can't now threaten a shutdown to get their demands.",2017-11-29,23897,96277,935686205429157888,01:45:50.000000
13680,Twitter for iPhone,"Today, it was my great honor to meet with the Crown Prince of Bahrain at the @WhiteHouse. Bahrain and the United States are important partners.

During the Crown Prince’s visit, he is advancing $9 BILLION in commercial deals, including finalizing the purchase of F-16’s... https://t.co/vYuw7UGYmN",2017-11-30,10519,47414,936339260218724352,21:00:50.000000
13726,Twitter for iPhone,"“The unemployment rate remains at a 17-year low of 4.1%. The unemployment rate in manufacturing dropped to 2.6%, the lowest ever recorded. The unemployment rate among Hispanics dropped to 4.7%, the lowest ever recorded...”
@SecretaryAcosta @USDOL https://t.co/vou28s0yHN",2017-12-08,18091,65637,939208571253862400,19:02:27.000000
13732,Twitter for iPhone,"A big contingent of very enthusiastic Roy Moore fans at the rally last night. We can’t have a Pelosi/Schumer Liberal Democrat, Jones, in that important Alabama Senate seat. Need your vote to Make America Great Again! Jones will always vote against what we must do for our Country.",2017-12-09,13914,60349,939477807813595136,12:52:18.000000
13744,Twitter for iPhone,"Getting closer and closer on the Tax Cut Bill. Shaping up even better than projected. House and Senate working very hard and smart. End result will be not only important, but SPECIAL!",2017-12-10,18268,95820,939851058788134912,13:35:28.000000
13773,Twitter for iPhone,Wonderful weekend at Camp David. A very special place. A lot of very important work done. Heading back to the @WhiteHouse now. https://t.co/cKxlsdr1ut,2017-12-17,11081,63898,942503059103604736,21:13:34.000000
13835,Twitter for iPhone,Caught RED HANDED - very disappointed that China is allowing oil to go into North Korea. There will never be a friendly solution to the North Korea problem if this continues to happen!,2017-12-28,31963,124997,946416486054285312,16:24:08.000000
13923,Twitter for iPhone,"....The Wall will be paid for, directly or indirectly, or through longer term reimbursement, by Mexico, which has a ridiculous $71 billion dollar trade surplus with the U.S. The $20 billion dollar Wall is “peanuts” compared to what Mexico makes from the U.S. NAFTA is a bad joke!",2018-01-18,28282,112438,953951365532876800,11:25:03.000000
13930,Twitter for iPhone,House of Representatives needs to pass Government Funding Bill tonight. So important for our country - our Military needs it!,2018-01-18,20416,102080,954136290768846848,23:39:53.000000
13958,Twitter for iPhone,"Where are the 50,000 important text messages between FBI lovers Lisa Page and Peter Strzok?  Blaming Samsung!",2018-01-24,32286,127998,956012274942128128,03:54:22.000000
14016,Twitter for iPhone,The Budget Agreement today is so important for our great Military. It ends the dangerous sequester and gives Secretary Mattis what he needs to keep America Great. Republicans and Democrats must support our troops and support this Bill!,2018-02-07,23230,109471,961368036782628864,22:36:15.000000
14109,Twitter for iPhone,"Today, it was my great honor to host a School Safety Roundtable at the @WhiteHouse with State and local leaders, law enforcement officers, and education officials.

There is nothing more important than protecting our children. They deserve to be safe, and we will deliver! https://t.co/WhC2AxgWXO",2018-02-22,18621,83274,966766375292358656,20:07:20.000000
14140,Twitter for iPhone,Big legal win today. U.S. judge sided with the Trump Administration and rejected the attempt to stop the government from building a great Border Wall on the Southern Border. Now this important project can go forward!,2018-02-28,23735,100927,968704442110545920,04:28:31.000000
14150,Twitter for iPhone,"Our Steel and Aluminum industries (and many others) have been decimated by decades of unfair trade and bad policy with countries from around the world. We must not let our country, companies and workers be taken advantage of any longer. We want free, fair and SMART TRADE!",2018-03-01,22787,103843,969183644756660224,12:12:42.000000
14159,Twitter for iPhone,"When a country (USA) is losing many billions of dollars on trade with virtually every country it does business with, trade wars are good, and easy to win. Example, when we are down $100 billion with a certain country and they get cute, don’t trade anymore-we win big. It’s easy!",2018-03-02,22759,100825,969525362580484096,10:50:34.000000
14168,Twitter for iPhone,The United States has an $800 Billion Dollar Yearly Trade Deficit because of our “very stupid” trade deals and policies. Our jobs and wealth are being given to other countries that have taken advantage of us for years. They laugh at what fools our leaders have been. No more!,2018-03-03,31042,130205,969991653393039360,17:43:26.000000
14169,Twitter for iPhone,"If the E.U. wants to further increase their already massive tariffs and barriers on U.S. companies doing business there, we will simply apply a Tax on their Cars which freely pour into the U.S. They make it impossible for our cars (and more) to sell there. Big trade imbalance!",2018-03-03,30869,124849,969994273121820672,17:53:50.000000
14171,Twitter for iPhone,"We are on the losing side of almost all trade deals. Our friends and enemies have taken advantage of the U.S. for many years. Our Steel and Aluminum industries are dead. Sorry, it’s time for a change! MAKE AMERICA GREAT AGAIN!",2018-03-05,26614,117719,970451373681790976,00:10:12.000000
14172,Twitter for iPhone,"We have large trade deficits with Mexico and Canada. NAFTA, which is under renegotiation right now, has been a bad deal for U.S.A. Massive relocation of companies &amp; jobs. Tariffs on Steel and Aluminum will only come off if new &amp; fair NAFTA agreement is signed. Also, Canada must..",2018-03-05,19316,82196,970626966004162560,11:47:56.000000
14186,Twitter for iPhone,"@MarkBurnettTV @RealRomaDowney From Bush 1 to present, our Country has lost more than 55,000 factories, 6,000,000 manufacturing jobs and accumulated Trade Deficits of more than 12 Trillion Dollars. Last year we had a Trade Deficit of almost 800 Billion Dollars. Bad policies &amp; leadership. Must win again!  #MAGA",2018-03-07,1181,2764,971345895223676928,11:24:42.000000
14187,Twitter for iPhone,"From Bush 1 to present, our Country has lost more than 55,000 factories, 6,000,000 manufacturing jobs and accumulated Trade Deficits of more than 12 Trillion Dollars. Last year we had a Trade Deficit of almost 800 Billion Dollars. Bad Policies &amp; Leadership. Must WIN again!  #MAGA",2018-03-07,35446,128219,971349864125788160,11:40:29.000000
14190,Twitter for iPhone,Looking forward to 3:30 P.M. meeting today at the White House. We have to protect &amp; build our Steel and Aluminum Industries while at the same time showing great flexibility and cooperation toward those that are real friends  and treat us fairly on both trade and the military.,2018-03-08,18981,92589,971726862526361600,12:38:32.000000
14199,Twitter for iPhone,"Spoke to PM @TurnbullMalcolm of Australia. He is committed to having a very fair and reciprocal military and trade relationship. Working very quickly on a security agreement so we don’t have to impose steel or aluminum tariffs on our ally, the great nation of Australia!",2018-03-09,17200,78494,972242845636669440,22:48:52.000000
14205,Twitter for iPhone,"Spoke to Prime Minister Abe of Japan, who is very enthusiastic about talks with North Korea. Also discussing opening up Japan to much better trade with the U.S. Currently have a massive $100 Billion Trade Deficit. Not fair or sustainable. It will all work out!",2018-03-10,16736,72424,972523294233710592,17:23:16.000000
14209,Twitter for iPhone,"The European Union, wonderful countries who treat the U.S. very badly on trade, are complaining about the tariffs on Steel &amp; Aluminum. If they drop their horrific barriers &amp; tariffs on U.S. products going in, we will likewise drop ours. Big Deficit. If not, we Tax Cars etc. FAIR!",2018-03-10,23972,99649,972585290857672704,21:29:37.000000
14217,Twitter for iPhone,Secretary of Commerce Wilbur Ross will be speaking with representatives of the European Union about eliminating the large Tariffs and Barriers they use against the U.S.A. Not fair to our farmers and manufacturers.,2018-03-12,15345,67502,973171763835228160,12:20:03.000000
14227,Twitter for iPhone,"“According to the Center for Immigration Studies, the $18 billion wall will pay for itself by curbing the importation of crime, drugs and illegal immigrants who tend to go on the federal dole...” https://t.co/NdLC6jZwWE",2018-03-13,20236,69657,973580538358374400,15:24:23.000000
14233,Twitter for iPhone,"Hundreds of good people, including very important Ambassadors and Judges, are being blocked and/or slow walked by the Democrats in the Senate. Many important positions in Government are unfilled because of this obstruction. Worst in U.S. history!",2018-03-14,25961,90583,973907142649397248,13:02:11.000000
14236,Twitter for iPhone,We cannot keep a blind eye to the rampant unfair trade practices against our Country!,2018-03-14,16142,84222,973931154796457984,14:37:36.000000
14242,Twitter for iPhone,"Larry Kudlow will be my Chief Economic Advisor as Director of the National Economic Council. Our Country will have many years of Great Economic &amp; Financial Success, with low taxes, unparalleled innovation, fair trade and an ever expanding labor force leading the way! #MAGA",2018-03-15,17466,81249,974241711315709952,11:11:39.000000
14269,Twitter for iPhone,"Got $1.6 Billion to start Wall on Southern Border, rest will be forthcoming. Most importantly, got $700 Billion to rebuild our Military, $716 Billion next year...most ever. Had to waste money on Dem giveaways in order to take care of military pay increase and new equipment.",2018-03-22,24772,109425,976654851684945920,03:00:36.000000
14273,Media Studio,"As a candidate, I pledged that if elected I would use every lawful tool to combat unfair trade, protect American workers, and defend our national security.  Today, we took another critical step to fulfill that commitment. https://t.co/7NBI0Dibmx https://t.co/nmzqos3BUA",2018-03-22,15736,67717,976891486510907392,18:40:54.000000
14299,Twitter for iPhone,.@USTradeRep just announced an agreement in principle with South Korea on KORUS! A great deal for American and Korean workers. Let’s now focus on our important security relationship.,2018-03-28,12228,55208,979028987858112512,16:14:34.000000
14315,Twitter for iPhone,"Mexico is doing very little, if not NOTHING, at stopping people from flowing into Mexico through their Southern Border, and then into the U.S. They laugh at our dumb immigration laws. They must stop the big drug and people flows, or I will stop their cash cow, NAFTA. NEED WALL!",2018-04-01,33429,127184,980451155548491776,14:25:46.000000
14320,Twitter for iPhone,"Mexico is making a fortune on NAFTA...They have very strong border laws - ours are pathetic. With all of the money they make from the U.S., hopefully they will stop people from coming through their country and into ours, at least until Congress changes our immigration laws!",2018-04-02,19555,77338,980794173279342592,13:08:47.000000
14332,Twitter for iPhone,"The big Caravan of People from Honduras, now coming across Mexico and heading to our “Weak Laws” Border, had better be stopped before it gets there. Cash cow NAFTA is in play, as is foreign aid to Honduras and the countries that allow this to happen. Congress MUST ACT NOW!",2018-04-03,25533,99245,981121409807155200,10:49:07.000000
14340,Twitter for iPhone,"We are not in a trade war with China, that war was lost many years ago by the foolish, or incompetent, people who represented the U.S. Now we have a Trade Deficit of $500 Billion a year, with Intellectual Property Theft of another $300 Billion. We cannot let this continue!",2018-04-04,37281,144378,981492087328792576,11:22:03.000000
14356,Twitter for iPhone,"The United States hasn’t had a Trade Surplus with China in 40 years. They must end unfair trade, take down barriers and charge only Reciprocal Tariffs. The U.S. is losing $500 Billion a year, and has been losing Billions of Dollars for decades. Cannot continue!",2018-04-07,22193,90487,982680387116781568,18:03:56.000000
14357,Twitter for iPhone,We are sealing up our Southern Border. The people of our great country want Safety and Security. The Dems have been a disaster on this very important issue!,2018-04-07,24937,107845,982682227581636608,18:11:15.000000
14365,Twitter for iPhone,"President Xi and I will always be friends, no matter what happens with our dispute on trade. China will take down its Trade Barriers because it is the right thing to do. Taxes will become Reciprocal &amp; a deal will be made on Intellectual Property. Great future for both countries!",2018-04-08,23906,107756,982954355509907456,12:12:35.000000
14370,Twitter for iPhone,"When a car is sent to the United States from China, there is a Tariff to be paid of 2 1/2%. When a car is sent to China from the United States, there is a Tariff to be paid of 25%. Does that sound like free or fair trade.  No, it sounds like STUPID TRADE -  going on for years!",2018-04-09,46855,176652,983284198046826496,10:03:16.000000
14377,Twitter for iPhone,"Very thankful for President Xi of China’s kind words on tariffs and automobile barriers...also, his enlightenment on intellectual property and technology transfers. We will make great progress together!",2018-04-10,22531,106429,983774270886236160,18:30:38.000000
14380,Twitter for iPhone,"So much Fake News about what is going on in the White House. Very calm and calculated with a big focus on open and fair trade with China, the coming North Korea meeting and, of course, the vicious gas attack in Syria. Feels great to have Bolton &amp; Larry K on board. I (we) are",2018-04-11,16168,69376,984017894240604160,10:38:42.000000
14399,Twitter for iPhone,"Would only join TPP if the deal were substantially better than the deal offered to Pres. Obama. We already have BILATERAL deals with six of the eleven nations in TPP, and are working to make a deal with the biggest of those  nations, Japan, who has hit us hard on trade for years!",2018-04-13,16759,78686,984631073865953280,03:15:16.000000
14489,Twitter for iPhone,"Mexico, whose laws on immigration are very tough, must stop people from going through Mexico and into the U.S. We may make this a condition of the new NAFTA Agreement. Our Country cannot accept what is happening! Also, we must get Wall funding fast.",2018-04-23,25412,106206,988415011382091776,13:51:17.000000
14502,Twitter for iPhone,"Looking forward to my meeting with Tim Cook of Apple. We will be talking about many things, including how the U.S. has been treated unfairly for many years, by many countries, on trade.",2018-04-25,15984,86666,989144989690187776,14:11:57.000000
14540,Twitter for iPhone,"Delegation heading to China to begin talks on the Massive Trade Deficit that has been created with our Country. Very much like North Korea, this should have been fixed years ago, not now. Same with other countries and NAFTA...but it will all get done. Great Potential for USA!",2018-05-01,18400,83668,991271009570484224,11:00:00.000000
14546,Twitter for iPhone,"There was no Collusion (it is a Hoax) and there is no Obstruction of Justice (that is a setup &amp; trap). What there is is Negotiations going on with North Korea over Nuclear War, Negotiations going on with China over Trade Deficits, Negotiations on NAFTA, and much more. Witch Hunt!",2018-05-02,26992,108877,991644756995444736,11:45:08.000000
14555,Twitter for iPhone,Our great financial team is in China trying to negotiate a level playing field on trade! I look forward to being with President Xi in the not too distant future. We will always have a good (great) relationship!,2018-05-03,15845,78483,991886413686861824,03:45:24.000000
14574,Twitter for iPhone,"Our high level delegation is on the way back from China where they had long meetings with Chinese leaders and business representatives. We will be meeting tomorrow to determine the results, but it is hard for China in that they have become very spoiled with U.S. trade wins!",2018-05-05,17531,81030,992562394051293184,00:31:30.000000
14615,Twitter for iPhone,"China and the United States are working well together on trade, but past negotiations have been so one sided in favor of China, for so many years, that it is hard for them to make a deal that benefits both countries. But be cool, it will all work out!",2018-05-13,19916,101153,995746011321597952,19:22:03.000000
14621,Twitter for iPhone,"ZTE, the large Chinese phone company, buys a big percentage of individual parts from U.S. companies. This is also reflective of the larger trade deal we are negotiating with China and my personal relationship with President Xi.",2018-05-14,12492,63013,996119678551552000,20:06:53.000000
14628,Twitter for iPhone,Today is one of the most important and solemn occasions of the year – the day we pay tribute to the Law Enforcement Heroes who gave their lives in the line of duty. They made the ultimate sacrifice so that we could live in safety and peace. We stand with our police (HEROES) 100%! https://t.co/XDtYRUeOk1,2018-05-15,18688,83239,996460197005717504,18:39:58.000000
14633,Twitter for iPhone,The Washington Post and CNN have typically written false stories about our trade negotiations with China. Nothing has happened with ZTE except as it pertains to the larger trade deal. Our country has been losing hundreds of billions of dollars a year with China...,2018-05-16,13454,58814,996739372723638272,13:09:19.000000
14647,Twitter for iPhone,"Talking trade with the Vice Premier of the People’s Republic of China, Liu He. https://t.co/9T7Iq6F3Xe",2018-05-17,8042,43309,997227223638790144,21:27:52.000000
14722,Twitter for iPhone,Funny to watch the Democrats criticize Trade Deals being negotiated by me when they don’t even know what the deals are and when for 8 years the Obama Administration did NOTHING on trade except let other countries rip off the United States. Lost almost $800 Billion/year under “O”,2018-05-25,32107,118321,1000145873274359808,22:45:32.000000
14746,Twitter for iPhone,"Thank you for joining us on this solemn day of remembrance. We are gathered here on the sacred soil of @ArlingtonNatl Cemetery to honor the lives and deeds of America's greatest heroes, the men and women who laid down their lives for our freedom. #MemorialDay https://t.co/YSYAHf7bNu",2018-05-28,11092,52534,1001149367271686144,17:13:04.000000
14759,Twitter for iPhone,"....chief law enforcement officer, and they told me later, ‘oh by the way I’m not going to be able to participate in the most important case in the office, I would be frustrated too...and that’s how I read that - Senator Sessions, why didn’t you tell me before I picked you.....",2018-05-30,15677,67596,1001807204519997440,12:47:04.000000
14768,Twitter for iPhone,"Very importantly, @RepDanDonovan will win for the Republicans in November...and his opponent will not. Remember Alabama. We can’t take any chances on losing to a Nancy Pelosi controlled Democrat!",2018-05-31,13554,55922,1001978774219644928,00:08:50.000000
14781,Twitter for iPhone,Canada has treated our Agricultural business and Farmers very poorly for a very long period of time. Highly restrictive on Trade! They must open their markets and take down their trade barriers! They report a really high surplus on trade with us. Do Timber &amp; Lumber in U.S.?,2018-06-01,19358,81997,1002539852171304960,13:18:21.000000
14805,Twitter for iPhone,China already charges a tax of 16% on soybeans. Canada has all sorts of trade barriers on our Agricultural products. Not acceptable!,2018-06-04,14518,64831,1003617811254710272,12:41:47.000000
14806,Twitter for iPhone,The U.S. has made such bad trade deals over so many years that we can only WIN!,2018-06-04,12293,61675,1003618276293988352,12:43:38.000000
14808,Twitter for iPhone,"Farmers have not been doing well for 15 years. Mexico, Canada, China and others have treated them unfairly. By the time I finish trade talks, that will change. Big trade barriers against U.S. farmers, and other businesses, will finally be broken. Massive trade deficits no longer!",2018-06-04,19743,81839,1003634405036961792,13:47:43.000000
14833,Twitter for iPhone,"Chris Farrell, Judicial Watch. “They were running an operation to undermine a candidate for President of the U.S. These are all violations of law. This is intelligence tradecraft to steer an election. There’s nothing more grave when it comes to abuse of our intelligence system...",2018-06-06,20982,75260,1004171953404628992,01:23:44.000000
14846,Twitter for iPhone,"Isn’t it Ironic? Getting ready to go to the G-7 in Canada to fight for our country on Trade (we have the worst trade deals ever made), then off to Singapore to meet with North Korea &amp; the Nuclear Problem...But back home we still have the 13 Angry Democrats pushing the Witch Hunt!",2018-06-07,20828,84767,1004693718945984512,11:57:03.000000
14862,Media Studio,"PM Abe and I are also working to improve the trading relationship between the U.S. and Japan, something we have to do. The U.S. seeks a bilateral deal with Japan that is based on the principle of fairness and reciprocity. We’re working hard to reduce our trade imbalance... https://t.co/pnqEHoplk0",2018-06-07,10312,48451,1004814196247318528,19:55:47.000000
14864,Twitter for iPhone,"Please tell Prime Minister Trudeau and President Macron that they are charging the U.S. massive tariffs and create non-monetary barriers. The EU trade surplus with the U.S. is $151 Billion, and Canada keeps our farmers and others out. Look forward to seeing them tomorrow.",2018-06-07,23855,92673,1004846478253273088,22:04:04.000000
14866,Twitter for iPhone,"Why isn’t the European Union and Canada informing the public that for years they have used massive Trade Tariffs and non-monetary Trade Barriers against the U.S. Totally unfair to our farmers, workers &amp; companies. Take down your tariffs &amp; barriers or we will more than match you!",2018-06-08,27161,98572,1004909785547001856,02:15:37.000000
14868,Twitter for iPhone,"Canada charges the U.S. a 270%  tariff on Dairy Products! They didn’t tell you that, did they? Not fair to our farmers!",2018-06-08,26419,95015,1005030839019802624,10:16:39.000000
14871,Twitter for iPhone,I am heading for Canada and the G-7 for talks that will mostly center on the long time unfair trade practiced against the United States. From there I go to Singapore and talks with North Korea on Denuclearization. Won’t be talking about the Russian Witch Hunt Hoax for a while!,2018-06-08,17764,83159,1005047468705439744,11:22:44.000000
14895,Twitter for iPhone,"Our Great Larry Kudlow, who has been working so hard on trade and the economy, has just suffered a heart attack. He is now in Walter Reed Medical Center.",2018-06-12,24875,100792,1006334219759575040,00:35:49.000000
15031,Twitter for iPhone,"Heading to Nevada to talk trade and immigration with supporters. Country’s economy is stronger than ever before with numbers that are getting better by the week. Tremendous potential, and trade deals are coming along well.",2018-06-23,14794,77984,1010567610352611328,16:57:48.000000
15053,Twitter for iPhone,"Surprised that Harley-Davidson, of all companies, would be the first to wave the White Flag. I fought hard for them and ultimately they will not pay tariffs selling into the E.U., which has hurt us badly on trade, down $151 Billion. Taxes just a Harley excuse - be patient!  #MAGA",2018-06-25,16881,73870,1011360410648416256,21:28:06.000000
15059,Twitter for iPhone,"Early this year Harley-Davidson said they would move much of their plant operations in Kansas City to Thailand. That was long before Tariffs were announced. Hence, they were just using Tariffs/Trade War as an excuse. Shows how unbalanced &amp; unfair trade is, but we will fix it.....",2018-06-26,14304,64499,1011568906992017408,11:16:36.000000
15060,Twitter for iPhone,"....We are getting other countries to reduce and eliminate tariffs and trade barriers that have been unfairly used for years against our farmers, workers and companies. We are opening up closed markets and expanding our footprint. They must play fair or they will pay tariffs!",2018-06-26,13946,64592,1011571026034089984,11:25:01.000000
15061,Twitter for iPhone,"....When I had Harley-Davidson officials over to the White House, I chided them about tariffs in other countries, like India, being too high. Companies are now coming back to America. Harley must know that they won’t be able to sell back into U.S. without paying a big tax!",2018-06-26,11959,56864,1011574256117993472,11:37:51.000000
15072,Twitter for iPhone,"The Democrats are in Turmoil! Open Borders and unchecked Crime a certain way to lose elections. Republicans are for Strong Borders, NO Crime! A BIG NIGHT!",2018-06-27,17929,81527,1011803149911384064,02:47:23.000000
15104,Twitter for iPhone,"Just spoke to King Salman of Saudi Arabia and explained to him that, because of the turmoil &amp; disfunction in Iran and Venezuela, I am asking that Saudi Arabia increase oil production, maybe up to 2,000,000 barrels, to make up the difference...Prices to high! He has agreed!",2018-06-30,41617,154940,1013023608040513536,11:37:03.000000
15162,Twitter for iPhone,I have long heard that the most important decision a U.S. President can make is the selection of a Supreme Court Justice - Will be announced tonight at 9:00 P.M.,2018-07-09,21476,116459,1016294574417956864,12:14:43.000000
15163,Twitter for iPhone,"I have confidence that Kim Jong Un will honor the contract we signed &amp;, even more importantly, our handshake. We agreed to the denuclearization of North Korea. China, on the other hand, may be exerting negative pressure on a deal because of our posture on Chinese Trade-Hope Not!",2018-07-09,20173,92956,1016327387154395136,14:25:06.000000
15170,Twitter for iPhone,"Thank you to all of my great supporters, really big progress being made. Other countries wanting to fix crazy trade deals. Economy is ROARING. Supreme Court pick getting GREAT REVIEWS. New Poll says Trump, at over 90%, is the most popular Republican in history of the Party. Wow!",2018-07-10,25810,124606,1016638035281219584,10:59:30.000000
